CodProfesionUOficio,Descripción,"Estado (1-Inactivo, 2- Activo)"
3866,Artesano de hilados / textiles,2
3867,Artesano de textiles,2
3868,Artesano tejedor / telar,2
3869,Artesano tejedor de alfombras,2
3870,Artesano tejedor de telas,2
3871,Artesano cuero,2
3872,Artesano tejedor de prendas de vestir,2
3873,Confeccionador de artesanías en cuero ,2
3874,Artesano del  bordado,2
3875,Artesano tejedor,2
3876,Abridor de fibras textiles,2
3877,Acabador de productos textiles,2
3878,Batidor de fibras textiles,2
3879,Canalero de fibras textiles,2
3880,Cardador de fibras textiles,2
3881,Clasificador de fibras textiles,2
3882,Desfibrador de lino o yute,2
3883,Desmotador de fibras textiles,2
3884,Emborrador de lana,2
3885,Escogedor de fibras textiles,2
3886,Estirador de fibras textiles,2
3887,Lavador de fibras de lana,2
3888,Lavador de lana,2
3889,Mezclador de fibras textiles,2
3890,Napador de fibras textiles,2
3891,Peinador de fibras textiles,2
3892,Preparador lavador de fibras textiles,2
3893,Torcedor de fibras textiles,2
3894,Desborrador de bobinas textiles,2
3895,Hilandero de hilo e hilaza,2
3896,Mallero,2
3897,Pasador de hilos de urdimbre,2
3898,Pasamanero,2
3899,Regulador de telar ,2
3900,Tejedor  manual alfombras,2
3901,Tejedor de punto,2
3902,Tejedor de redes de pesca / a mano,2
3903,Tejedor de tapicería / telar manual,2
3904,Tejedor de telar,2
3905,Tejedor en pabilo,2
3906,Tejedor de tarrallas,2
3907,Artesano tejedor hamacas,2
3908,Verificador de telar,2
3909,Tejedor  de hamacas,2
3910,Reparador de trasmallos ,2
3911,Confeccionador de artesanía en cuero,2
3912,Artesano de arreglos florales / flores artificiales tela,2
3913,Artesano de artículos de estereofón,2
3914,Artesano de artículos de fieltro,2
3915,Artesano de artículos de fon,2
3916,Bordador en camba,2
3917,Confeccionador de flores artificiales en tela,2
3918,Confeccionador de muñecos y juguetes de tela,2
3919,Confeccionador de peluches,2
3920,Confeccionador de juguetes de tela,2
3921,Confeccionador de muñecos  de tela,2
3922,Artesano de manualidades,2
3923,Artesano decorador en cuero,2
3924,Artesano fabricante de juguetes de metal,2
3925,Artesano del plástico,2
3926,Artesano artículos de plástico,2
3927,Confeccionador de juguetes / metal,2
3928,Artesano de artículos de piedra,2
3929,Artesano piedra,2
3930,Bisutero,2
3931,Armador de páginas,2
3932,Cajista,2
3933,Cajista armador de moldes de impresión,2
3934,Cajista compaginador,2
3935,Cajista de composición manual,2
3936,Cajista de composición mecánica / linotipia,2
3937,Cajista de intertipia,2
3938,Compaginador de fotocomposición,2
3939,Fotocompositor,2
3940,Fototipista,2
3941,Fundidor de monotipia y tipos sueltos,2
3942,Linotipista,2
3943,Minervista,2
3944,Monotipista,2
3945,Operador de teclado de monotipia,2
3946,Platinero de compaginación,2
3947,Preparador de planchas de imprenta Braille,2
3948,Teclista de monotipista,2
3949,Tipógrafo,2
3950,Operador de escáner separador de colores,2
3951,Clisador galvanotipia,2
3952,Electrotipista,2
3953,Estereotipista de imprenta,2
3954,Moldeador de clisés de imprenta,2
3955,Clisador de grabado al aguafuerte,2
3956,Clisador fotograbador / imprenta,2
3957,Clisador fotoimpresor / imprenta,2
3958,Copista de fotograbado / imprenta,2
3959,Flexografista,2
3960,Fotocromista,2
3961,Fotograbador,2
3962,Fotograbador de directo de imprenta,2
3963,Fotograbador de línea de imprenta,2
3964,Fotoimpresor de planchas de impresión / fotograbado (imprenta),2
3965,Fotolitograbador de imprenta,2
3966,Fotomecánico,2
3967,Grabador a buril de litografía / imprenta,2
3968,Grabador a mano de clisés de madera / caucho o linóleo (imprenta),2
3969,Grabador a máquina de rodillos impresores / imprenta,2
3970,Grabador al ácido de planchas metálicas / imprenta,2
3971,Grabador al aguafuerte / imprenta,2
3972,Grabador de cilindros metálicos de impresión / imprenta,2
3973,Grabador de estarcidores de metal / imprenta,2
3974,Grabador de fotograbado / imprenta,2
3975,Grabador de música / imprenta,2
3976,Grabador de pantógrafo / imprenta,2
3977,Grabador de piedras litográficas / imprenta,2
3978,Grabador de planchas metálicas / imprenta,2
3979,Graneador de piedras litográficas / imprenta,2
3980,Huecograbador de imprenta,2
3981,Insolador de fotograbado / imprenta,2
3982,Insolador de planchas / imprenta,2
3983,Litograbador de punteado / imprenta,2
3984,Litógrafo de imprenta,2
3985,Montador de clisés sobre soporte / imprenta,2
3986,Pantografista de imprenta,2
3987,Retocador de negativos / fotograbado (imprenta),2
3988,Retocador de planchas de impresión / imprenta,2
3989,Tirador de pruebas de clisés / grabados (imprenta),2
3990,Tirador de pruebas de clisés / imprenta,2
3991,Transportador de fotograbado / imprenta,2
3992,Transportador de litografía / en directo (imprenta),2
3993,Transportador de litografía / imprenta,2
3994,Xilógrafo de fotograbado / imprenta,2
3995,Tipógrafo de minerva,2
3996,Flexógrafo,2
3997,Artesano impresor,2
3998,Impresor,2
3999,Impresor de pruebas,2
4000,Estampador textil,2
4001,Impresor a la plancha,2
4002,Impresor de serigrafía,2
4003,Impresor de textiles,2
4004,Picador de estarcidores / serigrafía,2
4005,Montador de planchas / flexográficas,2
4006,Operador de máquina de fundición / tipos de imprenta,2
4007,Operador de máquina de imprenta,2
4008,Operador de máquina de imprenta / fototipia,2
4009,Operador de máquina de imprenta / prensa offset,2
4010,Operador de máquina de impresión / textiles,2
4011,Operador de prensa de bobina de papel / excepto rotograbado,2
4012,Operador de prensa de impresión / papeles pintados,2
4013,Operador de prensa de litografía / impresión directa,2
4014,Operador de prensa de litografía / offset,2
4015,Operador de prensa de rotograbado,2
4016,Operador de prensa planocilíndrica,2
4017,Operador de prensa rotativa,2
4018,Operador de prensa tipográfica / imprenta,2
4019,Operador de prensa tipográfica / platina,2
4020,Operador de prensa tipográfica / rotativa,2
4021,Prensista de artes gráficas,2
4022,Quemador de marcos de serigrafía,2
4023,Quemador de planchas,2
4024,Sellista (artes gráficas),2
4025,Tipógrafo operador de prensa de cilindro,2
4026,Tipógrafo operador de prensa de platina,2
4027,Tipógrafo operador de prensa rotograbadora,2
4028,Entonador de tintas,2
4029,Igualador de tintas,2
4030,Prensista de litografía OFF-SET,2
4031,Operador de prensa serigráfica,2
4032,Ayudante de máquina rotativa,2
4033,Prensista de máquina rotativa,2
4034,Tampógrafo,2
4035,Impresor flexográfico,2
4036,Impresor digital,2
4037,Cosedor de encuadernación,2
4038,Dorador de encuadernación,2
4039,Empastador,2
4040,Encolador de encuadernación,2
4041,Encuadernador,2
4042,Encuadernador en fino,2
4043,Encuadernador en rústica,2
4044,Grabador de encuadernación,2
4045,Guillotinero de encuadernación,2
4046,Guillotinista,2
4047,Montador de lomos / encuadernación,2
4048,Recortador de encuadernación,2
4049,Encuadernador de acabado final / fino,2
4050,Operador de guillotina eléctrica,2
4051,Operador de máquina encuadernadora,2
4052,Operador de máquina estampadora / encuadernación,2
4053,Operador de prensa de guillotina eléctrica / corte papel,2
4054,Encuadernador industrial,2
4055,Prensista Offset,2
4056,Serigrafista,2
4057,Electricista de alumbrado (gas neón),2
4058,Electricista de buques,2
4059,Electricista de construcción,2
4060,Electricista de edificios / montaje (instalaciones),2
4061,Electricista de minas,2
4062,Electricista de teatro,2
4063,Electricista reparador de edificios,2
4064,Electricista reparador de obras,2
4065,Trabajador especializado de luminotecnia,2
4066,Electricista,2
4067,Electricista de edificios ,2
4068,Electricista residencial ,2
4069,Ajustador electricista,2
4070,Ajustador electricista de aparatos de control,2
4071,Ajustador electricista de aparatos de señalización,2
4072,Ajustador electricista de armaduras de dínamos,2
4073,Ajustador electricista de ascensores,2
4074,Ajustador electricista de cables,2
4075,Ajustador electricista de conmutadores,2
4076,Ajustador electricista de dínamos,2
4077,Ajustador electricista de dínamos y motores,2
4078,Ajustador electricista de generadores,2
4079,Ajustador electricista de instalaciones de climatización,2
4080,Ajustador electricista de instrumentos,2
4081,Ajustador electricista de interruptores,2
4082,Ajustador electricista de refrigeración y aire acondicionado,2
4083,Ajustador electricista de reóstatos,2
4084,Ajustador electricista de tablero de control,2
4085,Ajustador electricista de transformadores,2
4086,Bobinador,2
4087,Electricista ajustador de centrales,2
4088,Electricista reparador de aparatos eléctricos,2
4089,Electromecánico,2
4090,Electromecánico de generadores,2
4091,Electromecánico de instrumentos de medición,2
4092,Encargado de mantenimiento eléctrico,2
4093,Instalador de alarmas,2
4094,Mecánico electricista,2
4095,Reparador de aparatos eléctricos,2
4096,Reparador de aparatos electrodomésticos,2
4097,Trabajador especializado de mecánica eléctrica,2
4098,Mecánico de ascensores ,2
4099,Instalador de portones eléctricos,2
4100,Electricista de ferrocarril,2
4101,Electricista de tranvías,2
4102,Electricista de vehículos de motor,2
4103,Electricista de vehículos,2
4104,Electricista automotriz  ,2
4105,Técnico especializado en mantenimiento de equipos para industria gráfica,2
4106,Técnico especializado en mantenimiento de equipos para industria del plástico,2
4107,Auxiliar de instalación de líneas eléctricas,2
4108,Electricista instalador de cables,2
4109,Instalador de cables subterráneos,2
4110,Instalador de cables subterráneos para transporte de corriente eléctrica,2
4111,Instalador de líneas catenarias,2
4112,Instalador de líneas de energía eléctrica,2
4113,Instalador de líneas de energía eléctrica / tendido aéreo,2
4114,Instalador de líneas eléctricas,2
4115,Reparador de líneas eléctricas,2
4116,Instalador de cables eléctricos ,2
4117,Colocador de cables subterráneos,2
4118,Instalador de cableado eléctrico,2
4119,Instalador de líneas eléctricas aéreas,2
4120,Ajustador aparatos electrónicos,2
4121,Ajustador de radar,2
4122,Ajustador electrónico de aparatos de grabación y transmisión / sonido e imagen,2
4123,Ajustador electrónico de aparatos médicos,2
4124,Ajustador electrónico de aparatos meteorológicos,2
4125,Ajustador electrónico de instalaciones de señalización,2
4126,Ajustador electrónico de instrumentos de medida,2
4127,Ajustador electrónico de radar,2
4128,Ajustador electrónico de radio,2
4129,Ajustador electrónico de sistemas de señalización,2
4130,Mecánico de máquinas de calcular,2
4131,Mecánico de máquinas de contabilidad,2
4132,Mecánico de máquinas de oficina,2
4133,Mecánico reparador de equipo electrónico,2
4134,Montador de antenas receptoras,2
4135,Reparador de aparatos de grabación y transmisión / sonido e imagen,2
4136,Reparador de aparatos electrónicos,2
4137,Reparador de equipo de oficina,2
4138,Reparador de equipos electrónicos,2
4139,Trabajador especializado de electrónica,2
4140,Técnico en reparación de fotocopiadoras,2
4141,Técnico en reparación de cajas registradoras,2
4142,Reparador de calculadoras,2
4143,Reparador  de equipos de video juego,2
4144,Ajustador de máquinas de oficina,2
4145,Mecánico de cajeros automáticos,2
4146,Mecánico en electrónica,2
4147,Ajustador electrónico de televisión,2
4148,Reparador de receptores de radio,2
4149,Reparador de receptores de radio y televisión,2
4150,Reparador de receptores de televisión,2
4151,Instalador de teléfonos,2
4152,Instalador de telégrafos,2
4153,Mecánico de instalaciones telefónicas,2
4154,Mecánico de instalaciones telegráficas,2
4155,Reparador de instalaciones telefónicas,2
4156,Reparador de instalaciones telegráficas,2
4157,Instalador de cables de teléfonos,2
4158,Instalador de cables de telégrafos,2
4159,Instalador de líneas de teléfonos,2
4160,Instalador de líneas de telégrafos,2
4161,Instalador de internet,2
4162,Instalador de televisión por cable,2
4163,Ajustador electrónico de equipo celular,2
4164,Técnico en reparación de computadoras,2
4165,Ajustador electrónico de computadoras,2
4166,Ajustador electrónico de equipos informáticos,2
4167,Técnico en reparación de computadoras ,2
4168,Técnico en reparación de televisores,2
4169,Técnico en reparación de teléfonos,2
4170,Técnico en reparación de equipos de comunicación,2
4171,Instalador de antenas de radio,2
4172,Instalador de antenas de televisión,2
4173,Reparador de celulares,2
4174,Mecánico de computadoras,2
4175,Reparador de antenas de telecomunicación,2
4176,Reparación y asistencia técnica de teléfonos,2
4177,Reparador de teléfonos,2
4178,Reparador de  tv,2
4179,Reparador de radio ,2
4180,Ahumador de carnes,2
4181,Ahumador de pescado,2
4182,Carnicero,2
4183,Carnicero matarife,2
4184,Cortador de carne,2
4185,Curador de carne,2
4186,Curador de jamones,2
4187,Curador de pescado,2
4188,Degollador de reses,2
4189,Deshuesador de carne,2
4190,Desollador de animales,2
4191,Despostador,2
4192,Matarife,2
4193,Matarife carnicero,2
4194,Pelador de camarones,2
4195,Preparador de jamones,2
4196,Preparador de pescado,2
4197,Puntillero de mataderos,2
4198,Salador de carne,2
4199,Salador de jamón,2
4200,Salador de pescado,2
4201,Salchichero,2
4202,Tonelero salador de pescado,2
4203,Trabajador en matanza de ganado,2
4204,Tripero,2
4205,Fileteador de pescado,2
4206,Expendedor de productos cárnicos,2
4207,Dependiente de carnicería,2
4208,Amasador de pan,2
4209,Batidor de chocolate,2
4210,Bizcochero,2
4211,Bombonero de chocolates,2
4212,Chocolatero,2
4213,Churrero,2
4214,Confitero,2
4215,Dulcero,2
4216,Escarchador de fruta,2
4217,Fabricante de apretados,2
4218,Fabricante de empanadas de masa,2
4219,Fabricante de galletas,2
4220,Fabricante de pastas alimenticias,2
4221,Fabricante de tortillas,2
4222,Hornero de confitería,2
4223,Hornero de elaboración / galletas,2
4224,Hornero de pan,2
4225,Hornero de pasta / pastelería,2
4226,Melcochero,2
4227,Mezclador de confitería,2
4228,Mezclador de ingredientes de elaboración / chocolate,2
4229,Moldeador de elaboración / chocolate,2
4230,Molinero de cacao,2
4231,Oficial de mesa (panadería),2
4232,Panadero,2
4233,Panadero de pastelero,2
4234,Panero de panadero,2
4235,Pastelero,2
4236,Prensador de cacao de fabricación / chocolate,2
4237,Preparador de pastas de pastelería,2
4238,Refinador de elaboración / chocolate,2
4239,Repostero,2
4240,Tamalero,2
4241,Trabajador especializado de panadería,2
4242,Turronero,2
4243,Cajetero,2
4244,Decorador de queques,2
4245,Fabricante de productos lácteos,2
4246,Heladero ,2
4247,Mantequillero,2
4248,Quesero,2
4249,Fabricantes de queso,2
4250,Fabricante de natilla ,2
4251,Trabajador de la elaboración de productos lácteos,2
4252,Preparador de fermentos lácteos,2
4253,Quesero de lechería,2
4254,Conservador de frutas y legumbres,2
4255,Conservero de frutas,2
4256,Conservero de legumbres y verduras,2
4257,Exprimidor de zumos de frutas,2
4258,Expulsor de aceite,2
4259,Fabricante de conservas,2
4260,Conservador de frutas ,2
4261,Conservador de legumbres,2
4262,Fabricante de jalea,2
4263,Conservador de vegetales,2
4264,Fabricante de jugos,2
4265,Deshidratador artesanal de frutas y verduras para conservas,2
4266,Catador de alimentos,2
4267,Catador de café,2
4268,Catador de licores,2
4269,Catador de té,2
4270,Catador de vinos,2
4271,Catador de zumos,2
4272,Degustador de alimentos,2
4273,Inspector de calidad empresa de alimentos,2
